x,y
0.020408,0.868714
0.020408,0.878813
0.020408,0.888912
0.020408,0.899011
0.020408,0.909110
0.020408,0.919209
0.020408,0.929308
0.020408,0.939407
0.020408,0.949505
0.020408,0.959604
0.020408,0.969703
0.020408,0.979802
0.020408,0.989901
0.020408,1.000000
0.040816,0.000833
0.040816,0.010926
0.040816,0.021018
0.040816,0.031111
0.040816,0.041203
0.040816,0.051296
0.040816,0.061389
0.040816,0.071481
0.040816,0.081574
0.040816,0.091666
0.040816,0.101759
0.040816,0.111852
0.040816,0.121944
0.040816,0.132037
0.040816,0.142129
0.040816,0.152222
0.040816,0.162315
0.040816,0.172407
0.040816,0.182500
0.040816,0.192592
0.040816,0.202685
0.040816,0.212778
0.040816,0.222870
0.040816,0.232963
0.040816,0.243055
0.040816,0.253148
0.040816,0.263240
0.040816,0.273333
0.040816,0.283426
0.040816,0.293518
0.040816,0.303611
0.040816,0.313703
0.040816,0.323796
0.040816,0.333889
0.040816,0.343981
0.040816,0.354074
0.040816,0.364166
0.040816,0.374259
0.040816,0.384352
0.040816,0.394444
0.040816,0.404537
0.040816,0.414629
0.040816,0.424722
0.040816,0.434815
0.040816,0.444907
0.040816,0.455000
0.040816,0.465092
0.040816,0.475185
0.040816,0.485278
0.040816,0.495370
0.040816,0.505463
0.040816,0.515555
0.040816,0.525648
0.040816,0.535741
0.040816,0.545833
0.040816,0.555926
0.040816,0.566018
0.040816,0.576111
0.040816,0.586204
0.040816,0.596296
0.040816,0.606389
0.040816,0.616481
0.040816,0.626574
0.040816,0.636667
0.040816,0.646759
0.040816,0.656852
0.040816,0.666944
0.040816,0.677037
0.040816,0.687130
0.040816,0.697222
0.040816,0.707315
0.040816,0.717407
0.040816,0.727500
0.040816,0.737593
0.040816,0.747685
0.040816,0.757778
0.040816,0.767870
0.040816,0.777963
0.040816,0.788055
0.040816,0.798148
0.040816,0.808241
0.040816,0.818333
0.040816,0.828426
0.040816,0.838518
0.040816,0.848611
0.040816,0.858704
0.040816,0.868796
0.040816,0.878889
0.040816,0.888981
0.040816,0.899074
0.040816,0.909167
0.040816,0.919259
0.040816,0.929352
0.040816,0.939444
0.040816,0.949537
0.040816,0.959630
0.040816,0.969722
0.040816,0.979815
0.040816,0.989907
0.040816,1.000000
0.061224,0.001874
0.061224,0.011956
0.061224,0.022038
0.061224,0.032120
0.061224,0.042203
0.061224,0.052285
0.061224,0.062367
0.061224,0.072449
0.061224,0.082531
0.061224,0.092613
0.061224,0.102695
0.061224,0.112777
0.061224,0.122859
0.061224,0.132941
0.061224,0.143023
0.061224,0.153105
0.061224,0.163187
0.061224,0.173270
0.061224,0.183352
0.061224,0.193434
0.061224,0.203516
0.061224,0.213598
0.061224,0.223680
0.061224,0.233762
0.061224,0.243844
0.061224,0.253926
0.061224,0.264008
0.061224,0.274090
0.061224,0.284172
0.061224,0.294254
0.061224,0.304337
0.061224,0.314419
0.061224,0.324501
0.061224,0.334583
0.061224,0.344665
0.061224,0.354747
0.061224,0.364829
0.061224,0.374911
0.061224,0.384993
0.061224,0.395075
0.061224,0.405157
0.061224,0.415239
0.061224,0.425322
0.061224,0.435404
0.061224,0.445486
0.061224,0.455568
0.061224,0.465650
0.061224,0.475732
0.061224,0.485814
0.061224,0.495896
0.061224,0.505978
0.061224,0.516060
0.061224,0.526142
0.061224,0.536224
0.061224,0.546306
0.061224,0.556389
0.061224,0.566471
0.061224,0.576553
0.061224,0.586635
0.061224,0.596717
0.061224,0.606799
0.061224,0.616881
0.061224,0.626963
0.061224,0.637045
0.061224,0.647127
0.061224,0.657209
0.061224,0.667291
0.061224,0.677373
0.061224,0.687456
0.061224,0.697538
0.061224,0.707620
0.061224,0.717702
0.061224,0.727784
0.061224,0.737866
0.061224,0.747948
0.061224,0.758030
0.061224,0.768112
0.061224,0.778194
0.061224,0.788276
0.061224,0.798358
0.061224,0.808441
0.061224,0.818523
0.061224,0.828605
0.061224,0.838687
0.061224,0.848769
0.061224,0.858851
0.061224,0.868933
0.061224,0.879015
0.061224,0.889097
0.061224,0.899179
0.061224,0.909261
0.061224,0.919343
0.061224,0.929425
0.061224,0.939508
0.061224,0.949590
0.061224,0.959672
0.061224,0.969754
0.061224,0.979836
0.061224,0.989918
0.061224,1.000000
0.081633,0.003332
0.081633,0.013399
0.081633,0.023467
0.081633,0.033534
0.081633,0.043601
0.081633,0.053669
0.081633,0.063736
0.081633,0.073803
0.081633,0.083871
0.081633,0.093938
0.081633,0.104005
0.081633,0.114073
0.081633,0.124140
0.081633,0.134208
0.081633,0.144275
0.081633,0.154342
0.081633,0.164410
0.081633,0.174477
0.081633,0.184544
0.081633,0.194612
0.081633,0.204679
0.081633,0.214746
0.081633,0.224814
0.081633,0.234881
0.081633,0.244948
0.081633,0.255016
0.081633,0.265083
0.081633,0.275151
0.081633,0.285218
0.081633,0.295285
0.081633,0.305353
0.081633,0.315420
0.081633,0.325487
0.081633,0.335555
0.081633,0.345622
0.081633,0.355689
0.081633,0.365757
0.081633,0.375824
0.081633,0.385891
0.081633,0.395959
0.081633,0.406026
0.081633,0.416093
0.081633,0.426161
0.081633,0.436228
0.081633,0.446296
0.081633,0.456363
0.081633,0.466430
0.081633,0.476498
0.081633,0.486565
0.081633,0.496632
0.081633,0.506700
0.081633,0.516767
0.081633,0.526834
0.081633,0.536902
0.081633,0.546969
0.081633,0.557036
0.081633,0.567104
0.081633,0.577171
0.081633,0.587238
0.081633,0.597306
0.081633,0.607373
0.081633,0.617441
0.081633,0.627508
0.081633,0.637575
0.081633,0.647643
0.081633,0.657710
0.081633,0.667777
0.081633,0.677845
0.081633,0.687912
0.081633,0.697979
0.081633,0.708047
0.081633,0.718114
0.081633,0.728181
0.081633,0.738249
0.081633,0.748316
0.081633,0.758384
0.081633,0.768451
0.081633,0.778518
0.081633,0.788586
0.081633,0.798653
0.081633,0.808720
0.081633,0.818788
0.081633,0.828855
0.081633,0.838922
0.081633,0.848990
0.081633,0.859057
0.081633,0.869124
0.081633,0.879192
0.081633,0.889259
0.081633,0.899326
0.081633,0.909394
0.081633,0.919461
0.081633,0.929529
0.081633,0.939596
0.081633,0.949663
0.081633,0.959731
0.081633,0.969798
0.081633,0.979865
0.081633,0.989933
0.081633,1.000000
0.102041,0.005206
0.102041,0.015255
0.102041,0.025303
0.102041,0.035351
0.102041,0.045400
0.102041,0.055448
0.102041,0.065497
0.102041,0.075545
0.102041,0.085594
0.102041,0.095642
0.102041,0.105690
0.102041,0.115739
0.102041,0.125787
0.102041,0.135836
0.102041,0.145884
0.102041,0.155933
0.102041,0.165981
0.102041,0.176029
0.102041,0.186078
0.102041,0.196126
0.102041,0.206175
0.102041,0.216223
0.102041,0.226271
0.102041,0.236320
0.102041,0.246368
0.102041,0.256417
0.102041,0.266465
0.102041,0.276514
0.102041,0.286562
0.102041,0.296610
0.102041,0.306659
0.102041,0.316707
0.102041,0.326756
0.102041,0.336804
0.102041,0.346853
0.102041,0.356901
0.102041,0.366949
0.102041,0.376998
0.102041,0.387046
0.102041,0.397095
0.102041,0.407143
0.102041,0.417191
0.102041,0.427240
0.102041,0.437288
0.102041,0.447337
0.102041,0.457385
0.102041,0.467434
0.102041,0.477482
0.102041,0.487530
0.102041,0.497579
0.102041,0.507627
0.102041,0.517676
0.102041,0.527724
0.102041,0.537773
0.102041,0.547821
0.102041,0.557869
0.102041,0.567918
0.102041,0.577966
0.102041,0.588015
0.102041,0.598063
0.102041,0.608112
0.102041,0.618160
0.102041,0.628208
0.102041,0.638257
0.102041,0.648305
0.102041,0.658354
0.102041,0.668402
0.102041,0.678450
0.102041,0.688499
0.102041,0.698547
0.102041,0.708596
0.102041,0.718644
0.102041,0.728693
0.102041,0.738741
0.102041,0.748789
0.102041,0.758838
0.102041,0.768886
0.102041,0.778935
0.102041,0.788983
0.102041,0.799032
0.102041,0.809080
0.102041,0.819128
0.102041,0.829177
0.102041,0.839225
